序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
253,接收,10:30:03.153.0,0x00000211,标准帧,数据帧,0x08,16 4A 2E 01 DB 03 8C 27 ,
254,接收,10:30:03.153.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FC 00 C8 17 ,
255,接收,10:30:03.153.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 26 27 ,
256,接收,10:30:03.153.0,0x00000402,标准帧,数据帧,0x08,20 3D D3 03 FC 04 03 B5 ,
257,接收,10:30:03.153.0,0x00000212,标准帧,数据帧,0x08,00 00 8D 00 00 00 00 8D ,
258,接收,10:30:03.153.0,0x00000401,标准帧,数据帧,0x08,20 84 00 04 03 55 00 F6 ,
259,接收,10:30:03.169.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 8D 9B ,
260,接收,10:30:03.169.0,0x00000211,标准帧,数据帧,0x08,16 4A 32 01 DB 03 8D 3A ,
261,接收,10:30:03.169.0,0x00000212,标准帧,数据帧,0x08,00 00 8E 00 00 00 00 8E ,
262,接收,10:30:03.169.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 8E 98 ,
263,接收,10:30:03.169.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
264,接收,10:30:03.169.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
265,接收,10:30:03.169.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 27 00 06 ,
266,接收,10:30:03.169.0,0x00000211,标准帧,数据帧,0x08,16 4A 33 01 DB 03 8E 38 ,
267,接收,10:30:03.169.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 FA 00 C8 11 ,
268,接收,10:30:03.169.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 27 26 ,
269,接收,10:30:03.169.0,0x00000402,标准帧,数据帧,0x08,20 3D D4 03 FA 04 00 B6 ,
270,接收,10:30:03.169.0,0x00000212,标准帧,数据帧,0x08,00 00 8F 00 00 00 00 8F ,
271,接收,10:30:03.185.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 8F 99 ,
272,接收,10:30:03.185.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
273,接收,10:30:03.185.0,0x00000211,标准帧,数据帧,0x08,16 4A 38 01 DB 03 8F 32 ,
274,接收,10:30:03.185.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
275,接收,10:30:03.185.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
276,接收,10:30:03.185.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
277,接收,10:30:03.185.0,0x00000212,标准帧,数据帧,0x08,00 00 90 00 00 00 00 90 ,
278,接收,10:30:03.185.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 90 86 ,
279,接收,10:30:03.201.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 28 00 A5 ,
280,接收,10:30:03.201.0,0x00000211,标准帧,数据帧,0x08,16 4A 3F 01 DB 03 90 2A ,
281,接收,10:30:03.201.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F9 00 C8 12 ,
282,接收,10:30:03.201.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 28 29 ,
283,接收,10:30:03.201.0,0x00000402,标准帧,数据帧,0x08,20 3D D5 03 F9 03 FF B7 ,
284,接收,10:30:03.201.0,0x00000212,标准帧,数据帧,0x08,00 00 91 00 00 00 00 91 ,
285,接收,10:30:03.201.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 91 87 ,
286,接收,10:30:03.201.0,0x00000281,标准帧,数据帧,0x08,BC 02 3A 01 00 00 00 00 ,
287,接收,10:30:03.201.0,0x00000211,标准帧,数据帧,0x08,16 4A 42 01 DB 03 91 56 ,
288,接收,10:30:03.201.0,0x00000212,标准帧,数据帧,0x08,00 00 92 00 00 00 00 92 ,
289,接收,10:30:03.201.0,0x00000401,标准帧,数据帧,0x08,20 78 00 03 FE 55 00 F0 ,
290,接收,10:30:03.216.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 92 84 ,
291,接收,10:30:03.216.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
292,接收,10:30:03.216.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
293,接收,10:30:03.216.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 29 00 E9 ,
294,接收,10:30:03.216.0,0x00000211,标准帧,数据帧,0x08,16 4A 3E 01 DB 03 92 29 ,
295,接收,10:30:03.216.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F8 00 C8 13 ,
296,接收,10:30:03.216.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 29 28 ,
297,接收,10:30:03.216.0,0x00000402,标准帧,数据帧,0x08,20 3D D6 03 F8 03 FD B8 ,
298,接收,10:30:03.216.0,0x00000212,标准帧,数据帧,0x08,00 00 93 00 00 00 00 93 ,
299,接收,10:30:03.216.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 93 85 ,
300,接收,10:30:03.231.0,0x00000211,标准帧,数据帧,0x08,16 4A 36 01 E3 03 93 18 ,
301,接收,10:30:03.231.0,0x00000212,标准帧,数据帧,0x08,00 00 94 00 00 00 00 94 ,
302,接收,10:30:03.231.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 94 82 ,
303,接收,10:30:03.231.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2A 00 3D ,
304,接收,10:30:03.231.0,0x00000211,标准帧,数据帧,0x08,16 4A 34 01 E3 03 94 1D ,
305,接收,10:30:03.231.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F8 00 C8 13 ,
306,接收,10:30:03.231.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2A 2B ,
307,接收,10:30:03.231.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
308,接收,10:30:03.231.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
309,接收,10:30:03.231.0,0x00000402,标准帧,数据帧,0x08,20 3D D7 03 F8 03 FC B9 ,
310,接收,10:30:03.231.0,0x00000212,标准帧,数据帧,0x08,00 00 95 00 00 00 00 95 ,
311,接收,10:30:03.247.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 95 83 ,
312,接收,10:30:03.247.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
313,接收,10:30:03.247.0,0x00000211,标准帧,数据帧,0x08,16 4A 39 01 E3 03 95 11 ,
314,接收,10:30:03.247.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
315,接收,10:30:03.247.0,0x00000212,标准帧,数据帧,0x08,00 00 96 00 00 00 00 96 ,
316,接收,10:30:03.247.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 96 80 ,
317,接收,10:30:03.247.0,0x00000281,标准帧,数据帧,0x08,B4 02 3A 01 00 00 00 00 ,
318,接收,10:30:03.247.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
319,接收,10:30:03.247.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
320,接收,10:30:03.247.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2B 00 71 ,
321,接收,10:30:03.247.0,0x00000211,标准帧,数据帧,0x08,16 4A 3D 01 E3 03 96 16 ,
322,接收,10:30:03.247.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F7 00 C8 1C ,
323,接收,10:30:03.247.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2B 2A ,
324,接收,10:30:03.263.0,0x00000402,标准帧,数据帧,0x08,20 3D D8 03 F7 03 FB BA ,
325,接收,10:30:03.263.0,0x00000212,标准帧,数据帧,0x08,00 00 97 00 00 00 00 97 ,
326,接收,10:30:03.263.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 FB 55 00 0D ,
327,接收,10:30:03.263.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 97 81 ,
328,接收,10:30:03.263.0,0x00000211,标准帧,数据帧,0x08,16 4A 40 01 E3 03 97 6A ,
329,接收,10:30:03.263.0,0x00000212,标准帧,数据帧,0x08,00 00 98 00 00 00 00 98 ,
330,接收,10:30:03.279.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 98 8E ,
331,接收,10:30:03.279.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2C 00 88 ,
332,接收,10:30:03.279.0,0x00000211,标准帧,数据帧,0x08,16 4A 45 01 E3 03 98 60 ,
333,接收,10:30:03.279.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
334,接收,10:30:03.279.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F7 00 C8 1C ,
335,接收,10:30:03.279.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2C 2D ,
336,接收,10:30:03.279.0,0x00000402,标准帧,数据帧,0x08,20 3D D9 03 F7 03 FA BB ,
337,接收,10:30:03.279.0,0x00000212,标准帧,数据帧,0x08,00 00 99 00 00 00 00 99 ,
338,接收,10:30:03.279.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 99 8F ,
339,接收,10:30:03.279.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
340,接收,10:30:03.279.0,0x00000211,标准帧,数据帧,0x08,16 4A 4C 01 E3 03 99 68 ,
341,接收,10:30:03.279.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
342,接收,10:30:03.279.0,0x00000212,标准帧,数据帧,0x08,00 00 9A 00 00 00 00 9A ,
343,接收,10:30:03.295.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9A 8C ,
344,接收,10:30:03.295.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
345,接收,10:30:03.295.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
346,接收,10:30:03.295.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2D 00 C4 ,
347,接收,10:30:03.295.0,0x00000211,标准帧,数据帧,0x08,16 4A 4A 01 E3 03 9A 6D ,
348,接收,10:30:03.295.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F6 00 C8 1D ,
349,接收,10:30:03.295.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2D 2C ,
350,接收,10:30:03.295.0,0x00000402,标准帧,数据帧,0x08,20 3D DA 03 F6 03 FA BC ,
351,接收,10:30:03.295.0,0x00000212,标准帧,数据帧,0x08,00 00 9B 00 00 00 00 9B ,
352,接收,10:30:03.295.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9B 8D ,
353,接收,10:30:03.295.0,0x00000281,标准帧,数据帧,0x08,E9 02 3A 01 00 00 00 00 ,
354,接收,10:30:03.310.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
355,接收,10:30:03.310.0,0x00000211,标准帧,数据帧,0x08,16 4A 40 01 E3 03 9B 66 ,
356,接收,10:30:03.310.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
357,接收,10:30:03.310.0,0x00000212,标准帧,数据帧,0x08,00 00 9C 00 00 00 00 9C ,
358,接收,10:30:03.310.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 F9 55 00 0F ,
359,接收,10:30:03.310.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9C 8A ,
360,接收,10:30:03.310.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2E 00 10 ,
361,接收,10:30:03.310.0,0x00000211,标准帧,数据帧,0x08,16 4A 3A 01 E3 03 9C 1B ,
362,接收,10:30:03.310.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F6 00 C8 1D ,
363,接收,10:30:03.310.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2E 2F ,
364,接收,10:30:03.310.0,0x00000402,标准帧,数据帧,0x08,20 3D DB 03 F6 03 F9 BD ,
365,接收,10:30:03.310.0,0x00000212,标准帧,数据帧,0x08,00 00 9D 00 00 00 00 9D ,
366,接收,10:30:03.326.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9D 8B ,
367,接收,10:30:03.326.0,0x00000211,标准帧,数据帧,0x08,16 4A 3D 01 EA 03 9D 14 ,
368,接收,10:30:03.326.0,0x00000212,标准帧,数据帧,0x08,00 00 9E 00 00 00 00 9E ,
369,接收,10:30:03.326.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9E 88 ,
370,接收,10:30:03.326.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
371,接收,10:30:03.326.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
372,接收,10:30:03.342.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 2F 00 5C ,
373,接收,10:30:03.342.0,0x00000211,标准帧,数据帧,0x08,16 4A 42 01 EA 03 9E 68 ,
374,接收,10:30:03.342.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F5 00 C8 1E ,
375,接收,10:30:03.342.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 2F 2E ,
376,接收,10:30:03.342.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
377,接收,10:30:03.342.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
378,接收,10:30:03.342.0,0x00000402,标准帧,数据帧,0x08,20 3D DC 03 F5 03 F9 BE ,
379,接收,10:30:03.342.0,0x00000212,标准帧,数据帧,0x08,00 00 9F 00 00 00 00 9F ,
380,接收,10:30:03.342.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 9F 89 ,
381,接收,10:30:03.342.0,0x00000211,标准帧,数据帧,0x08,16 4A 44 01 EA 03 9F 6F ,
382,接收,10:30:03.342.0,0x00000212,标准帧,数据帧,0x08,00 00 A0 00 00 00 00 A0 ,
383,接收,10:30:03.358.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A0 B6 ,
384,接收,10:30:03.358.0,0x00000281,标准帧,数据帧,0x08,D3 02 3A 01 00 00 00 00 ,
385,接收,10:30:03.358.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 30 00 4B ,
386,接收,10:30:03.358.0,0x00000211,标准帧,数据帧,0x08,16 4A 49 01 EA 03 A0 5D ,
387,接收,10:30:03.358.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F4 00 C8 1F ,
388,接收,10:30:03.358.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 30 31 ,
389,接收,10:30:03.358.0,0x00000402,标准帧,数据帧,0x08,20 3D DD 03 F4 03 F8 BF ,
390,接收,10:30:03.358.0,0x00000212,标准帧,数据帧,0x08,00 00 A1 00 00 00 00 A1 ,
391,接收,10:30:03.358.0,0x00000401,标准帧,数据帧,0x08,20 81 00 03 F8 55 00 0F ,
392,接收,10:30:03.358.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A1 B7 ,
393,接收,10:30:03.358.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
394,接收,10:30:03.358.0,0x00000211,标准帧,数据帧,0x08,16 4A 50 01 EA 03 A1 45 ,
395,接收,10:30:03.358.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
396,接收,10:30:03.358.0,0x00000212,标准帧,数据帧,0x08,00 00 A2 00 00 00 00 A2 ,
397,接收,10:30:03.374.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A2 B4 ,
398,接收,10:30:03.374.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
399,接收,10:30:03.374.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
400,接收,10:30:03.374.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 31 00 07 ,
401,接收,10:30:03.374.0,0x00000211,标准帧,数据帧,0x08,16 4A 51 01 EA 03 A2 47 ,
402,接收,10:30:03.374.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F3 00 C8 18 ,
403,接收,10:30:03.374.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 31 30 ,
404,接收,10:30:03.374.0,0x00000402,标准帧,数据帧,0x08,20 3D DE 03 F3 03 F7 C0 ,
405,接收,10:30:03.374.0,0x00000212,标准帧,数据帧,0x08,00 00 A3 00 00 00 00 A3 ,
406,接收,10:30:03.374.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A3 B5 ,
407,接收,10:30:03.390.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
408,接收,10:30:03.390.0,0x00000211,标准帧,数据帧,0x08,16 4A 49 01 EA 03 A3 5E ,
409,接收,10:30:03.390.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
410,接收,10:30:03.390.0,0x00000212,标准帧,数据帧,0x08,00 00 A4 00 00 00 00 A4 ,
411,接收,10:30:03.390.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A4 B2 ,
412,接收,10:30:03.390.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
413,接收,10:30:03.390.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 32 00 D3 ,
414,接收,10:30:03.390.0,0x00000211,标准帧,数据帧,0x08,16 4A 42 01 EA 03 A4 52 ,
415,接收,10:30:03.390.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F3 00 C8 18 ,
416,接收,10:30:03.390.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 32 33 ,
417,接收,10:30:03.390.0,0x00000402,标准帧,数据帧,0x08,20 3D DF 03 F3 03 F7 C1 ,
418,接收,10:30:03.390.0,0x00000212,标准帧,数据帧,0x08,00 00 A5 00 00 00 00 A5 ,
419,接收,10:30:03.407.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A5 B3 ,
420,接收,10:30:03.407.0,0x00000281,标准帧,数据帧,0x08,E3 02 3A 01 00 00 00 00 ,
421,接收,10:30:03.407.0,0x00000211,标准帧,数据帧,0x08,16 4A 44 01 EA 03 A5 55 ,
422,接收,10:30:03.407.0,0x00000212,标准帧,数据帧,0x08,00 00 A6 00 00 00 00 A6 ,
423,接收,10:30:03.407.0,0x00000401,标准帧,数据帧,0x08,20 81 00 03 F6 55 00 01 ,
424,接收,10:30:03.407.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A6 B0 ,
425,接收,10:30:03.407.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
426,接收,10:30:03.407.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
427,接收,10:30:03.407.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 33 00 9F ,
428,接收,10:30:03.407.0,0x00000211,标准帧,数据帧,0x08,16 4A 4A 01 EA 03 A6 58 ,
429,接收,10:30:03.434.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F2 00 C8 19 ,
430,接收,10:30:03.434.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 33 32 ,
431,接收,10:30:03.434.0,0x00000402,标准帧,数据帧,0x08,20 3D E0 03 F2 03 F6 C2 ,
432,接收,10:30:03.434.0,0x00000212,标准帧,数据帧,0x08,00 00 A7 00 00 00 00 A7 ,
433,接收,10:30:03.434.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A7 B1 ,
434,接收,10:30:03.434.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
435,接收,10:30:03.434.0,0x00000211,标准帧,数据帧,0x08,16 4A 4C 01 F1 03 A7 44 ,
436,接收,10:30:03.434.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
437,接收,10:30:03.434.0,0x00000212,标准帧,数据帧,0x08,00 00 A8 00 00 00 00 A8 ,
438,接收,10:30:03.434.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A8 BE ,
439,接收,10:30:03.434.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 34 00 66 ,
440,接收,10:30:03.438.0,0x00000211,标准帧,数据帧,0x08,16 4A 51 01 F1 03 A8 56 ,
441,接收,10:30:03.438.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F2 00 C8 19 ,
442,接收,10:30:03.438.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 34 35 ,
443,接收,10:30:03.438.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
444,接收,10:30:03.438.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
445,接收,10:30:03.438.0,0x00000402,标准帧,数据帧,0x08,20 3D E1 03 F2 03 F5 C3 ,
446,接收,10:30:03.438.0,0x00000212,标准帧,数据帧,0x08,00 00 A9 00 00 00 00 A9 ,
447,接收,10:30:03.438.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A9 BF ,
448,接收,10:30:03.438.0,0x00000211,标准帧,数据帧,0x08,16 4A 59 01 F1 03 A9 5F ,
449,接收,10:30:03.454.0,0x00000212,标准帧,数据帧,0x08,00 00 AA 00 00 00 00 AA ,
450,接收,10:30:03.454.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AA BC ,
451,接收,10:30:03.454.0,0x00000281,标准帧,数据帧,0x08,F5 02 3A 01 00 00 00 00 ,
452,接收,10:30:03.454.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
453,接收,10:30:03.454.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
454,接收,10:30:03.454.0,0x00000211,标准帧,数据帧,0x08,16 4A 5B 01 F1 03 AA 5E ,
455,接收,10:30:03.454.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 35 00 2A ,
456,接收,10:30:03.454.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F1 00 C8 1A ,
457,接收,10:30:03.454.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 35 34 ,
458,接收,10:30:03.454.0,0x00000402,标准帧,数据帧,0x08,20 3D E2 03 F1 03 F5 C4 ,
459,接收,10:30:03.454.0,0x00000212,标准帧,数据帧,0x08,00 00 AB 00 00 00 00 AB ,
460,接收,10:30:03.454.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 F4 55 00 02 ,
461,接收,10:30:03.470.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AB BD ,
462,接收,10:30:03.470.0,0x00000211,标准帧,数据帧,0x08,16 4A 54 01 F1 03 AB 50 ,
463,接收,10:30:03.470.0,0x00000212,标准帧,数据帧,0x08,00 00 AC 00 00 00 00 AC ,
464,接收,10:30:03.470.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AC BA ,
465,接收,10:30:03.470.0,0x00000211,标准帧,数据帧,0x08,16 4A 4A 01 F1 03 AC 49 ,
466,接收,10:30:03.470.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 36 00 FE ,
467,接收,10:30:03.470.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F1 00 C8 1A ,
468,接收,10:30:03.470.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 36 37 ,
469,接收,10:30:03.470.0,0x00000402,标准帧,数据帧,0x08,20 3D E3 03 F1 03 F4 C5 ,
470,接收,10:30:03.470.0,0x00000212,标准帧,数据帧,0x08,00 00 AD 00 00 00 00 AD ,
471,接收,10:30:03.486.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AD BB ,
472,接收,10:30:03.486.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
473,接收,10:30:03.486.0,0x00000211,标准帧,数据帧,0x08,16 4A 4B 01 F1 03 AD 49 ,
474,接收,10:30:03.486.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
475,接收,10:30:03.486.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
476,接收,10:30:03.486.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
477,接收,10:30:03.486.0,0x00000212,标准帧,数据帧,0x08,00 00 AE 00 00 00 00 AE ,
478,接收,10:30:03.486.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AE B8 ,
479,接收,10:30:03.501.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
480,接收,10:30:03.501.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
481,接收,10:30:03.501.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 37 00 B2 ,
482,接收,10:30:03.501.0,0x00000211,标准帧,数据帧,0x08,16 4A 4F 01 F1 03 AE 4E ,
483,接收,10:30:03.501.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F1 00 C8 1A ,
484,接收,10:30:03.501.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 37 36 ,
485,接收,10:30:03.501.0,0x00000402,标准帧,数据帧,0x08,20 3D E4 03 F1 03 F4 C6 ,
486,接收,10:30:03.501.0,0x00000212,标准帧,数据帧,0x08,00 00 AF 00 00 00 00 AF ,
487,接收,10:30:03.501.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AF B9 ,
488,接收,10:30:03.501.0,0x00000281,标准帧,数据帧,0x08,E7 02 3A 01 00 00 00 00 ,
489,接收,10:30:03.501.0,0x00000211,标准帧,数据帧,0x08,16 4A 51 01 F1 03 AF 51 ,
490,接收,10:30:03.501.0,0x00000212,标准帧,数据帧,0x08,00 00 B0 00 00 00 00 B0 ,
491,接收,10:30:03.501.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 F3 55 00 05 ,
492,接收,10:30:03.517.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B0 A6 ,
493,接收,10:30:03.517.0,0x00000211,标准帧,数据帧,0x08,16 4A 57 01 F1 03 B0 48 ,
494,接收,10:30:03.517.0,0x00000210,标准帧,数据帧,0x08,02 01 0F 00 00 38 00 11 ,
495,接收,10:30:03.517.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
496,接收,10:30:03.517.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 F1 00 C8 1A ,
497,接收,10:30:03.517.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 38 39 ,
498,接收,10:30:03.517.0,0x00000402,标准帧,数据帧,0x08,20 3D E5 03 F1 03 F3 C7 ,
499,接收,10:30:03.517.0,0x00000212,标准帧,数据帧,0x08,00 00 B1 00 00 00 00 B1 ,
500,接收,10:30:03.517.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B1 A7 ,
501,接收,10:30:03.517.0,0x00000211,标准帧,数据帧,0x08,16 4A 5E 01 E3 03 B1 52 ,
502,接收,10:30:03.533.0,0x00000212,标准帧,数据帧,0x08,00 00 B2 00 00 00 00 B2 ,
503,接收,10:30:03.533.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 B2 A4 ,
